"ES.ID","yi","vi","direction","SE","parental","Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.diff","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","sq.divergence.COI"
"ES085",2.32522879974526,0.0592500330427392,"-",0.286786860477274,"Mother","s15","Chorthippus_biguttulus_Chorthippus_brunneus","Gottsberger.InsectSong.2007","table1","Gottsberger&Mayer_2007","Chorthippus","Chorthippus_biguttulus","Chorthippus_brunneus","Chorthippus_biguttulus_Chorthippus_brunneus",NA,"Yes","sound","Pulses per syllable",6.2,0.5,NA,20.2,16.9,NA,32,10.5,NA,3.1,0.1,NA,NA,NA,6,6,3,3,NA,NA,35,19,18,22,NA,NA,NA,NA,NA,NA,NA,NA,-0.636745383159281,0.384441611129235,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",-2.15490195998574,-0.0710923097560473,0.593220338983051,0.5,0.723684210526316,0.352941176470588,0.0553419893520076,0.425089014858093,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1.44119580327315
"ES086",1.95067803781599,0.0772806358879529,"-",0.246826829897687,"Mother","s15","Chorthippus_biguttulus_Chorthippus_brunneus","Gottsberger.InsectSong.2007","table1","Gottsberger&Mayer_2007","Chorthippus","Chorthippus_brunneus","Chorthippus_biguttulus","Chorthippus_biguttulus_Chorthippus_brunneus",NA,"Yes","sound","Syllable period",29.6,4.5,NA,257.7,106.8,NA,193.8,156.7,NA,60.1,7,NA,NA,NA,3,3,6,6,NA,NA,22,18,19,35,NA,NA,NA,NA,NA,NA,NA,NA,-0.632664969270522,0.407703056810642,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",-2.15490195998574,-0.0710923097560473,0.352941176470588,0.723684210526316,0.5,0.593220338983051,0.425089014858093,0.0553419893520076,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1.44119580327315
"ES087",-1.00064094945679,0.0431748765243847,"-",0.246826829897687,"Mother","s15","Chorthippus_biguttulus_Chorthippus_brunneus","Gottsberger.InsectSong.2007","table1","Gottsberger&Mayer_2007","Chorthippus","Chorthippus_brunneus","Chorthippus_biguttulus","Chorthippus_biguttulus_Chorthippus_brunneus",NA,"Yes","sound","Pulse period ",8.8,1.4,NA,8,0.5,NA,7.9,0.4,NA,8.6,1.2,NA,NA,NA,3,3,6,6,NA,NA,22,18,19,35,NA,NA,NA,NA,NA,NA,NA,NA,-0.637177251782544,-0.648732200417399,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",-2.15490195998574,-0.0710923097560473,0.352941176470588,0.723684210526316,0.5,0.593220338983051,0.425089014858093,0.0553419893520076,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1.44119580327315
"ES088",0.229013044762712,0.0550720089661086,"-",0.286786860477274,"Mother","s15","Chorthippus_biguttulus_Chorthippus_brunneus","Gottsberger.InsectSong.2007","table1","Gottsberger&Mayer_2007","Chorthippus","Chorthippus_biguttulus","Chorthippus_brunneus","Chorthippus_biguttulus_Chorthippus_brunneus",NA,"Yes","sound","Phase-shift in",85.9,15.2,NA,159.6,28,NA,165,24.4,NA,131.9,15.6,NA,NA,NA,6,6,3,3,NA,NA,35,19,18,22,NA,NA,NA,NA,NA,NA,NA,NA,-0.63035670593929,-0.0230063233511174,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",-2.15490195998574,-0.0710923097560473,0.593220338983051,0.5,0.723684210526316,0.352941176470588,0.0553419893520076,0.425089014858093,"Perdeck_1958_Grasshopper","table7",NA,NA,"wild but caught in juvenile stage",1.44119580327315
"ES089",0.0501683387995215,0.183845432329407,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","Intra-chirp interval",52.1,6.8,NA,60.4,6.1,NA,57.5,6.5,NA,66.8,6.7,NA,12,12,12,12,12,12,12,12,5,10,10,5,489,807,712,290,NA,NA,NA,NA,-0.63501790866623,-0.30100668169789,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES090",0.894834462623604,0.182267027530183,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","Intra-trill interval",31.7,3.5,NA,36.7,5,NA,33,3.8,NA,41,1.8,NA,12,12,12,12,12,12,12,12,5,10,10,5,1840,2450,2833,740,NA,NA,NA,NA,-0.635822077826788,-0.287567398546126,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES091",0.336933753621637,0.186164104039591,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","Inter-trill interval",160.9,50.6,NA,154,38.8,NA,136.9,23.6,NA,122.8,14.1,NA,12,12,12,12,12,12,12,12,5,10,10,5,119,693,857,813,NA,NA,NA,NA,-0.631533175637144,-0.26757070344305,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES092",-0.135041726930258,0.187250206986941,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_oceanicus","Teleogryllus_commodus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","No. of A-pulses per chirp",4.8,0.9,NA,4.2,0.6,NA,4.9,0.7,NA,5.9,0.9,NA,12,12,12,12,12,12,12,12,5,10,10,5,100,100,100,100,NA,NA,NA,NA,-0.637043223589117,-0.366068520782101,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES093",1.82767554044144,0.192166666666667,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","No. of B-pulses per trill",10.7,5.3,NA,4.9,2,NA,4.5,1.5,NA,2,0.1,NA,12,12,12,12,12,12,12,12,5,10,10,5,147,200,194,250,NA,NA,NA,NA,-0.635911429955739,1.90138424835974,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES094",0.548576966359852,0.191768140903232,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","No. of B-pulses per phrase",21.5,10.4,NA,19.4,4.7,NA,18.4,4.9,NA,20.9,3,NA,12,12,12,12,12,12,12,12,5,10,10,5,34,37,28,38,NA,NA,NA,NA,-0.637117683696577,-0.640539274426862,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES095",-0.0967284033929128,0.198198233571382,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","No. of trills per phrase",2.3,1.2,NA,4.8,1.2,NA,4.2,1,NA,9.4,2.3,NA,12,12,12,12,12,12,12,12,5,10,10,5,100,100,100,100,NA,NA,NA,NA,-0.636149702299608,1.48621393131589,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES096",0.448356793057972,0.183971349215143,"-",0.468320982069382,"Mother","s16","Teleogryllus_commodus_Teleogryllus_oceanicus","Bentrey&Hoy_1972_AnimBehav","table1","Bentrey&Hoy_1972","Teleogryllus","Teleogryllus_commodus","Teleogryllus_oceanicus","Teleogryllus_commodus_Teleogryllus_oceanicus",NA,"Yes","sound","Phrase repetition rate",41.7,18.1,NA,33,7,NA,37.5,5.3,NA,28.5,2.4,NA,12,12,12,12,12,12,12,12,5,10,10,5,102,70,105,77,NA,NA,NA,NA,-0.635241288988607,-0.0974130875331562,"Viable","Overlap","The Australian crickets (Orthoptera: Gryllidae)","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-0.910094888560602,0.118264726089479,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,1.97835057802087
"ES097",-0.0129297480084172,0.255353935139681,"-",0.573573720954548,"Mother","s16","Gryllus_armatus_Gryllus_rubens","Bentrey&Hoy_1972_AnimBehav","table2","Bentrey&Hoy_1972","Gryllus","Gryllus_rubens","Gryllus_armatus","Gryllus_armatus_Gryllus_rubens",NA,"Yes","sound","IPI",19.8,3.6,NA,NA,NA,NA,17.4,2,NA,14.6,1.7,NA,12,12,12,12,12,12,12,12,5,NA,5,5,439,NA,837,785,NA,NA,NA,NA,-0.636432650707953,-0.214483658371759,"Inviable","Allopatry","original paper","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,NA
"ES098",0.987288016965845,0.295972905937196,"-",0.573573720954548,"Mother","s16","Gryllus_armatus_Gryllus_rubens","Bentrey&Hoy_1972_AnimBehav","table3","Bentrey&Hoy_1972","Gryllus","Gryllus_rubens","Gryllus_armatus","Gryllus_armatus_Gryllus_rubens",NA,"Yes","sound","Chirp length",120.8835,98.8883015212113,NA,NA,NA,NA,3.02565,1.1668686872533,NA,3.0095,0.404548822764323,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,4,1027,NA,2275,1016,NA,NA,NA,NA,-0.619653214412259,5.00935994667053,"Inviable","Allopatry","original paper","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_N of songs. N of parental pairs: 12",NA,NA
"ES100",0.985196191995699,0.112862597952948,"-",0.306588049981286,"Mother","s17","Pundamilia_nyererei_Pundamilia_pundamilia","Magalhaes_2010.JEB.Cichlid","Fig2","Magalhaes&Seehausen_2010","Pundamilia","Pundamilia_pundamilia","Pundamilia_nyererei","Pundamilia_nyererei_Pundamilia_pundamilia",NA,"Yes","morphology","% red cover of body",2.45,1.65755844542508,NA,7.1,5.12249938994628,NA,6.875,6.01949956391725,NA,26.2272727272727,8.3349309763288,NA,NA,NA,3,3,4,4,NA,NA,20,5,24,11,NA,NA,NA,NA,NA,NA,NA,NA,-0.633666119260813,2.97072229940458,"Viable","Overlap","original study","Cichliformes",NA,NA,NA,NA,NA,4.57,4.51,4.84,4.86,-0.0444517625708338,0.0261658046431194,"Van Der Sluijs_2008_Cichlid","text",NA,NA,NA,NA
"ES101",-0.405513920193233,0.0346455250047318,"-",0.234160491034691,"Mother","s18","Spodoptera_descoinsi_Spodoptera_latifascia","Monti.Clasper.BiolLinnSoc","table1","Monti et al_2001","Spodoptera","Spodoptera_latifascia","Spodoptera_descoinsi","Spodoptera_descoinsi_Spodoptera_latifascia",NA,"Yes","morphology","clasper shape",1117,70.47,NA,1080.83,66.62,NA,1097,42.52,NA,977.93,56.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.616496701536853,-0.479186349661,"Viable","Overlap","original paper","Lepidoptera","Traut W. K. Sahara and F. Marec. Sex chromosomes and sex determination in Lepidoptera. Sexual Development 1.6 (2007): 332-346.","ZW/Z0","Female",-1.36653154442041,-1.46852108295774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102432810909029
"ES103",-2.58297354205426,0.672853403097187,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_peakfrequstart",72556.187,12617.0280666415,NA,NA,NA,NA,74950,636.396103067893,NA,88243.236,13841.1853318188,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.69891167268684,-0.382411398141866,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES104",-2.53206011872788,0.673072228787646,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_minfreqstart",69262.5583333333,11355.7727477618,NA,NA,NA,NA,73428.125,667.332024744804,NA,86607.43525,13818.4480690976,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.94579576233424,-0.339636655708688,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES105",-5.08669991572,0.671677557157253,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_maxfrequstart",78189.151,12300.4108540514,NA,NA,NA,NA,77565.625,48.6135912065751,NA,91795.0325,12995.6534045651,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.38898376130606,-0.436846096271223,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES106",-0.558891619508245,0.719467629458222,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_bandwstart",8864.56883333333,4581.08180042786,NA,NA,NA,NA,4068.75,662.912607362388,NA,5143.76625,2045.33698152495,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.083104315447327,0.15492991288474,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES108",1.65300405202702,0.700168942164492,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_peakfrequend",70818.2011666667,7761.64499762865,NA,NA,NA,NA,73462.5,18685.2966928545,NA,74352.40275,5053.63173352705,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.110892976471283,-0.609094755540518,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES109",1.62668280755641,0.700588858064071,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_minfreqend",68704.39,7683.04402875269,NA,NA,NA,NA,71778.125,18353.8403891733,NA,72380.22725,5077.62055821789,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.0898005625511954,-0.603822003666229,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES110",1.59687310447246,0.700679635976312,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_maxfrequend",73259.6543333333,7707.3985466567,NA,NA,NA,NA,76237.5,19498.469491219,NA,77172.77075,5578.88770454125,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.0544648980555781,-0.603950602415193,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES111",0.948588161523271,0.704553338515573,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_bandwend",4521.83383333333,641.038901793146,NA,NA,NA,NA,4400,1131.37084989848,NA,4737.12125,658.362419241045,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.605146387466343,-0.612467890734724,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES113",2.06578936598936,0.8514886896406,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_peakfrequcentre",61978.2051666667,9275.54600271917,NA,NA,NA,NA,62084.375,37454.5623159749,NA,85535.69275,9125.85774953417,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2.87097907801734,-0.187518700270179,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
"ES114",1.4113842686948,0.716199732309523,"-",0.740480489693061,"Mother","s19","musculus.1","Musolf_2015.PLOS1","S2","Musolf et al_2015","Mus","Mus_musculus_musculus","Mus_musculus_domesticus","Mus_musculus_domesticus_Mus_musculus_musculus","?","Yes","sound","Complex 2_minfreqcenter",61213.2866666667,9007.74500857463,NA,NA,NA,NA,69421.875,21244.1393572733,NA,80507.197,8382.73883959728,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2.23604623762699,-0.261779696671365,"Inviable","Allopatry","original study","Rodentia","Ezaz Tariq et al. Relationships between vertebrate ZW and XY sex chromosome systems. Current Biology 16.17 (2006): R736-R743.","XY","Male",-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of indv_genetic distance_first 20 sequences were used_respectively",NA,0.156197714236413
